t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94
28.88,-3.70734,-0.956792,0.23976,-0.0399963,0.118587,0.602586,-0.723337,-0.486844,0.728467,0.106678,3.20387,-1.63888,1.97752,-3.44498,3.542,0.541254,-0.379765,177.49,2.85562,-4.03421,4.26822,-0.237871,0.491668,-2.63961,-0.829517,-5.17669,0.527793,-4.82059,-2.69078,-2.11858,-0.767496,-4.66566,0.324469,-4.33779,-2.42735,0.179342,0.476777,-0.257658,0.174128,-0.035435,-0.243444,0.0513914,-0.355689,-0.790533,1.24852,0.656142,0.0458891,3.13646,0.213352,1.91033,-1.64202,3.48112,-0.367461,-0.445864,-0.0416879,1.03167,-0.271439,-1.29057,1.26333,0.66145,7.56827,-14.974,7.62716,5.05744,-1.4175,2.93195,-5.18635,2.53644,1.48791,0.129177,-0.246181,-1.22169,25.3037,-148.26,55.6294,0,125.388,-18.881,56.1078,-19.8193,5.21669,-4.52401,10.5038,-3.68735,-2.15254,0.203284,0.0200292,0.0213553,0.0263064,1.20103,1.27701,0.0150196,5.16674,-0.190364,9.11298,19.6103,8.91077,0.138199,0.293687,36.6739,-3.70969,-0.921435,-0.035435,0,11927,-1.04083e-17,-1.38778e-17,-2.42861e-17,2.08167e-17,-4.16334e-17,1.38778e-17,2.08167e-17,2.60902e-15,-9.99201e-16,-1.55431e-15,0,-0.908795,0.155735,0.790534,-0.00599393,3.14159,1.91033,-0.328402,3.48113,-0.0734922,-0.392699,2.78842,-10.711,4.35925,-0.378686,0.523599,0,0,0,0.172164,0.0513914,-0.790533,0.656142,3.13646,1.91033,3.48112,-0.445864,2.78842,4.35922,0.432258,0.067196,-65.3421,40.8372,-0.000281457,117.547,-2.19233,5.69875,-4.27378,-47.6227
28.9,-3.7055,-0.956756,0.240169,-0.0395668,0.118662,0.603117,-0.72324,-0.486209,0.728364,0.107096,3.20397,-1.63857,1.97749,-3.44483,3.54196,0.541194,-0.379794,177.771,2.85549,4.57766,3.70762,3.90419,7.68058,-2.63774,-0.829459,-5.17494,0.527772,-4.81868,-2.69073,-2.11675,-0.767342,-4.66391,0.324433,-4.33584,-2.42736,0.179776,0.476928,0.604705,0.174465,-0.0355232,-0.24336,0.0513924,-0.355467,-0.79051,1.24668,0.655972,0.0459097,3.13648,0.213724,1.91022,-1.64329,3.48102,-0.367318,-0.445968,-0.0417326,1.0318,-0.271323,-1.29069,1.26332,0.662304,7.57281,-14.9813,7.62932,5.04986,-1.41922,2.93485,-5.18603,2.53771,1.48522,0.129376,-0.246539,-1.22134,25.4693,-148.889,55.8389,0,125.939,-18.9565,56.3723,-19.9072,5.21682,-4.53779,10.5445,-3.7008,-2.15244,0.203297,0.0204377,0.0214754,0.0265477,1.21696,1.29487,0.0152697,5.17307,-0.190309,14.0195,450.197,215.696,0.138278,0.293659,-4.55044,-3.70781,-0.921309,-0.0355232,0,11937,6.93889e-18,0,-6.93889e-18,2.42861e-17,-1.38778e-17,-2.77556e-17,-2.77556e-17,-1.50102e-13,8.88178e-14,1.14575e-13,0,-0.908886,0.155543,0.790511,-0.00600104,3.14159,1.91022,-0.328655,3.48102,-0.0734636,-0.392699,2.78822,-248.41,4.35905,-8.95043,0.523599,0,0,0,0.17249,0.0513924,-0.79051,0.655972,3.13648,1.91022,3.48102,-0.445968,2.78822,4.35901,0.432056,0.0672699,-26336.4,918.763,-0.00651527,72771.4,-946.79,129.95,-95.668,-24502.8
28.92,-3.70365,-0.95672,0.240585,-0.039139,0.118739,0.603641,-0.723141,-0.485587,0.728257,0.10746,3.20407,-1.63826,1.97746,-3.44467,3.54193,0.541195,-0.379822,178.216,2.85532,-4.80908,4.8932,-0.590249,0.505281,-2.63585,-0.829399,-5.17319,0.527749,-4.81676,-2.69066,-2.11492,-0.767184,-4.66216,0.324395,-4.33387,-2.42737,0.180193,0.47708,-0.421161,0.174819,-0.0356115,-0.243277,0.0514028,-0.355197,-0.790477,1.24486,0.655807,0.0460196,3.13651,0.213832,1.91013,-1.64448,3.48092,-0.367288,-0.446063,-0.0417741,1.03192,-0.271212,-1.29082,1.26331,0.663592,7.57741,-14.9886,7.63155,5.04207,-1.42087,2.93763,-5.18565,2.53902,1.48245,0.129708,-0.24715,-1.22098,25.6059,-149.534,56.0538,0,126.501,-19.0187,56.6439,-19.9975,5.21669,-4.54979,10.5906,-3.71615,-2.15239,0.20331,0.0207832,0.0213893,0.0261773,1.23151,1.31307,0.0155957,5.17949,-0.190281,22.2514,-19.1483,-9.02553,0.138358,0.293628,3.8941,-3.70613,-0.921195,-0.0356115,0,11946,1.04083e-17,1.38778e-17,1.73472e-17,-1.73472e-17,1.38778e-17,2.77556e-17,2.08167e-17,5.99434e-15,-3.33067e-15,-4.38538e-15,0,-0.908956,0.155383,0.790478,-0.00602307,3.14159,1.91013,-0.328894,3.48093,-0.0734576,-0.392699,2.78798,10.048,4.35881,0.34045,0.523599,0,0,0,0.172832,0.0514028,-0.790477,0.655807,3.13651,1.91013,3.48092,-0.446063,2.78798,4.35878,0.431822,0.0673365,-33.0986,-35.8345,0.000254283,140.614,-1.18773,-5.06846,3.7338,-38.0344
28.94,-3.7018,-0.956679,0.241005,-0.0387094,0.118811,0.604164,-0.723039,-0.484924,0.728145,0.107909,3.20417,-1.63795,1.97744,-3.44452,3.5419,0.541134,-0.37985,178.822,2.85535,-4.60608,4.53647,-0.402598,0.504347,-2.63397,-0.829348,-5.17143,0.527738,-4.81481,-2.69067,-2.11308,-0.767029,-4.66041,0.324368,-4.33192,-2.42738,0.180639,0.477225,-0.573963,0.175173,-0.035695,-0.243215,0.0514005,-0.354806,-0.790449,1.24304,0.655628,0.0460336,3.13654,0.214087,1.91003,-1.64583,3.48083,-0.36715,-0.446165,-0.0418193,1.03205,-0.271124,-1.29096,1.26329,0.66612,7.582,-14.9959,7.63386,5.03374,-1.42245,2.94021,-5.1852,2.5404,1.47984,0.129899,-0.247491,-1.22066,25.766,-150.196,56.2729,0,127.084,-19.0923,56.9237,-20.0901,5.21686,-4.56332,10.6337,-3.73034,-2.1523,0.203323,0.0210377,0.0214807,0.0261699,1.24716,1.33127,0.0156919,5.18565,-0.190265,30.2818,-8.99696,-3.43135,0.138441,0.293603,-1.67483,-3.70426,-0.921069,-0.035695,0,11956,3.46945e-18,-1.04083e-17,1.38778e-17,0,2.77556e-17,-5.55112e-17,-2.08167e-17,-3.05311e-16,-1.11022e-16,8.32667e-17,0,-0.909042,0.155196,0.790449,-0.0060293,3.14159,1.91003,-0.329165,3.48083,-0.0734299,-0.392699,2.78794,4.23992,4.35875,0.242242,0.523599,0,0,0,0.173174,0.0514005,-0.790449,0.655628,3.13654,1.91003,3.48083,-0.446165,2.78794,4.35873,0.431759,0.0674105,-5.50322,-14.3946,4.70864e-05,29.0008,-0.353053,-2.35018,1.41355,-5.72943
28.96,-3.69996,-0.956624,0.241425,-0.03828,0.118874,0.60468,-0.722931,-0.484256,0.728029,0.10829,3.20428,-1.63763,1.97741,-3.44434,3.54187,0.541121,-0.379879,179.35,2.85548,-4.56557,4.47773,-0.359799,0.501844,-2.63209,-0.829301,-5.16966,0.527748,-4.81284,-2.69071,-2.11125,-0.766874,-4.65864,0.324362,-4.32999,-2.42736,0.181083,0.477404,-0.589685,0.175531,-0.0357645,-0.243169,0.0513893,-0.354217,-0.790415,1.24119,0.655446,0.046164,3.13658,0.21281,1.90992,-1.64657,3.48072,-0.367029,-0.44627,-0.0418647,1.03218,-0.271055,-1.29109,1.26328,0.670443,7.58665,-15.0032,7.63632,5.02444,-1.424,2.94272,-5.18476,2.54194,1.47713,0.130263,-0.248163,-1.22035,25.7394,-150.869,56.495,0,127.657,-19.0795,57.2067,-20.1834,5.21528,-4.56174,10.6817,-3.74616,-2.15165,0.203336,0.0210012,0.0214674,0.0258011,1.26228,1.35032,0.0159087,5.19325,-0.190923,26.4476,-6.96516,-1.2914,0.138532,0.293547,-0.35522,-3.70239,-0.920942,-0.0357645,0,11966,-1.04083e-17,-1.38778e-17,-1.38778e-17,0,0,1.38778e-17,3.46945e-17,-2.70617e-16,-1.94289e-15,-2.42861e-15,0,-0.909121,0.155043,0.790415,-0.00605493,3.14159,1.90992,-0.329313,3.48072,-0.0734057,-0.392699,2.78799,2.11971,4.3588,0.106297,0.523599,0,0,0,0.173521,0.0513893,-0.790415,0.655446,3.13658,1.90992,3.48072,-0.44627,2.78799,4.35879,0.431813,0.0674845,-2.52545,-6.5695,2.14788e-05,10.2401,-0.162135,-1.07259,0.6448,-1.11831
28.98,-3.69815,-0.956566,0.241843,-0.0378455,0.118918,0.605197,-0.722823,-0.483539,0.727903,0.108783,3.2044,-1.63732,1.97738,-3.44418,3.54183,0.541049,-0.37991,179.592,2.85557,-4.67459,4.45167,-0.278893,0.50033,-2.63023,-0.829289,-5.16789,0.527782,-4.81095,-2.6907,-2.10945,-0.766746,-4.65689,0.324378,-4.32811,-2.42733,0.18156,0.477563,-0.723248,0.175889,-0.0358288,-0.243145,0.0513595,-0.353405,-0.790382,1.23937,0.655252,0.0461927,3.13662,0.212072,1.90982,-1.64759,3.48062,-0.366825,-0.446375,-0.0419102,1.03231,-0.271013,-1.29122,1.26326,0.676869,7.59132,-15.0104,7.63892,5.01418,-1.4254,2.94486,-5.18416,2.5436,1.47464,0.13047,-0.248538,-1.2201,25.7833,-151.552,56.7179,0,128.255,-19.0997,57.4951,-20.2774,5.21449,-4.56563,10.7261,-3.76052,-2.15116,0.203349,0.0208688,0.0217275,0.0258275,1.27821,1.36988,0.0157355,5.19986,-0.191476,12.0768,-12.4113,2.01316,0.13863,0.293508,0.383717,-3.70052,-0.920816,-0.0358288,0,11976,0,6.93889e-18,-1.73472e-17,1.38778e-17,2.77556e-17,1.38778e-17,2.08167e-17,-5.03178e-16,-5.68989e-16,-7.04298e-16,0,-0.909201,0.154866,0.790376,-0.00606396,3.14159,1.90982,-0.329521,3.48062,-0.0733649,-0.392699,2.78801,0.835652,4.35879,0.0265039,0.523599,0,0,0,0.173867,0.0513595,-0.790382,0.655252,3.13662,1.90982,3.48062,-0.446375,2.78801,4.3588,0.431797,0.0675585,-2.56844,-1.8275,-5.76485e-06,3.58449,-0.17866,-0.30588,0.177508,0.033925
29,-3.69635,-0.956506,0.242256,-0.0374061,0.118951,0.605702,-0.722706,-0.482864,0.727777,0.109187,3.20451,-1.63701,1.97735,-3.44403,3.5418,0.541037,-0.379937,179.717,2.85568,-3.87343,4.42872,-0.491881,0.499526,-2.62838,-0.829294,-5.16613,0.527825,-4.80908,-2.69071,-2.10766,-0.766633,-4.65513,0.324407,-4.32627,-2.42729,0.181991,0.477711,0.0557566,0.176252,-0.0358895,-0.243123,0.0513254,-0.352421,-0.790331,1.23745,0.655068,0.0463297,3.13667,0.211259,1.90973,-1.64858,3.48053,-0.366752,-0.44647,-0.0419523,1.03244,-0.270976,-1.29136,1.26324,0.684707,7.59607,-15.0177,7.64165,5.00299,-1.42702,2.94741,-5.18386,2.54549,1.47197,0.130828,-0.249201,-1.21987,25.817,-152.233,56.9385,0,128.851,-19.1153,57.7823,-20.3705,5.21364,-4.56933,10.7749,-3.77628,-2.15081,0.203362,0.0206451,0.0219689,0.0252923,1.29279,1.3901,0.0154754,5.20611,-0.192106,6.23455,27.6521,-8.63624,0.138734,0.293467,0.076443,-3.69883,-0.920702,-0.0358895,0,11985,6.93889e-18,3.46945e-18,1.38778e-17,-1.38778e-17,1.38778e-17,-6.93889e-17,-5.55112e-17,4.68375e-16,3.69496e-16,2.74086e-16,0,-0.909253,0.154714,0.790325,-0.00609129,3.14159,1.90973,-0.329719,3.48052,-0.0733504,-0.392699,2.78805,0.155362,4.35883,-0.0208298,0.523599,0,0,0,0.174218,0.0513254,-0.790331,0.655068,3.13667,1.90973,3.48053,-0.44647,2.78805,4.35885,0.431843,0.0676252,-3.15627,0.685953,2.16288e-06,1.51182,-0.219679,0.114813,-0.0665982,0.121807
29.02,-3.69455,-0.956439,0.242663,-0.0369621,0.118985,0.606203,-0.722581,-0.482196,0.727662,0.109662,3.20463,-1.63672,1.97735,-3.44397,3.54179,0.54102,-0.379939,179.799,2.85569,-4.25285,4.42203,-0.372524,0.498946,-2.62653,-0.829284,-5.16438,0.527859,-4.80722,-2.69068,-2.10587,-0.766512,-4.65338,0.324442,-4.32442,-2.42725,0.182428,0.477754,-0.329769,0.176602,-0.0359443,-0.243091,0.0512853,-0.351597,-0.79028,1.23557,0.654887,0.0463337,3.13671,0.213566,1.90965,-1.65088,3.48045,-0.366925,-0.446545,-0.0419977,1.03257,-0.270923,-1.29149,1.26322,0.691097,7.60072,-15.0249,7.64418,4.9926,-1.42867,2.95002,-5.18352,2.54721,1.46945,0.130989,-0.249489,-1.21963,26.2413,-152.904,57.1538,0,129.488,-19.3122,58.0694,-20.4627,5.21649,-4.60602,10.8234,-3.79183,-2.15195,0.203375,0.0203565,0.0222012,0.0250269,1.30763,1.40863,0.0142861,5.20859,-0.192071,4.08965,8.68156,-2.62968,0.13883,0.293491,0.198285,-3.69697,-0.920575,-0.0359443,0,11995,-3.46945e-18,-1.38778e-17,-2.77556e-17,3.81639e-17,0,0,1.38778e-17,-8.88178e-16,-7.97973e-16,-9.08995e-16,0,-0.909318,0.154523,0.790283,-0.00609634,3.14159,1.90965,-0.330176,3.48045,-0.0733849,-0.392699,2.78799,-0.27005,4.35878,-0.0502779,0.523599,0,0,0,0.174556,0.0512853,-0.79028,0.654887,3.13671,1.90965,3.48045,-0.446545,2.78799,4.35879,0.431789,0.0676993,-3.72215,2.25805,2.69363e-06,0.711088,-0.258062,0.377474,-0.219338,-0.00043795
29.04,-3.69277,-0.956382,0.243068,-0.036512,0.119016,0.606706,-0.722466,-0.481501,0.727541,0.110076,3.20475,-1.63645,1.97735,-3.44392,3.54179,0.541024,-0.379935,179.861,2.85541,-4.30079,4.41587,-0.350578,0.498222,-2.6247,-0.829293,-5.16263,0.527883,-4.80546,-2.69051,-2.10408,-0.766406,-4.65163,0.324469,-4.32258,-2.42721,0.182886,0.477799,-0.383138,0.176954,-0.0360087,-0.243045,0.0512497,-0.350957,-0.790232,1.23382,0.654705,0.0464815,3.13676,0.215068,1.90959,-1.65278,3.48038,-0.367081,-0.446608,-0.0420396,1.03269,-0.270857,-1.29162,1.2632,0.695879,7.60531,-15.0319,7.64654,4.98324,-1.43011,2.95222,-5.18286,2.54867,1.46685,0.131373,-0.250201,-1.21932,26.5573,-153.529,57.3525,0,130.07,-19.4592,58.3381,-20.5485,5.21836,-4.63377,10.8701,-3.80673,-2.15272,0.203388,0.0202454,0.022503,0.0251736,1.32285,1.42931,0.0134941,5.21142,-0.191877,3.10564,6.27098,-1.53239,0.138918,0.293494,0.286526,-3.69528,-0.920461,-0.0360087,0,12004,0,0,6.93889e-18,-2.42861e-17,5.55112e-17,5.55112e-17,5.55112e-17,-1.33921e-15,-1.20043e-15,-1.29063e-15,0,-0.909373,0.154393,0.790235,-0.00612491,3.14159,1.90959,-0.330556,3.48038,-0.0734162,-0.392699,2.78765,-0.592623,4.35844,-0.0725465,0.523599,0,0,0,0.174897,0.0512497,-0.790232,0.654705,3.13676,1.90959,3.48038,-0.446608,2.78765,4.35844,0.431445,0.067766,-4.25127,3.4468,4.11618e-06,0.358976,-0.294321,0.576195,-0.335174,-0.183559
29.06,-3.69098,-0.956332,0.243474,-0.0360511,0.119048,0.607232,-0.72236,-0.480742,0.72741,0.110618,3.20486,-1.63618,1.97736,-3.44382,3.54178,0.541013,-0.37993,179.913,2.85527,-4.31658,4.41061,-0.355391,0.497876,-2.62286,-0.82931,-5.16089,0.527899,-4.80366,-2.69043,-2.10231,-0.766304,-4.64989,0.324487,-4.32075,-2.42718,0.183399,0.47789,-0.403848,0.177297,-0.0360797,-0.242991,0.051208,-0.35049,-0.7902,1.23212,0.654508,0.0464879,3.1368,0.214836,1.90951,-1.65389,3.48031,-0.367085,-0.446678,-0.0420849,1.03282,-0.270778,-1.29175,1.26317,0.699142,7.6099,-15.039,7.64877,4.97469,-1.43144,2.95421,-5.18196,2.54994,1.46438,0.131554,-0.250528,-1.219,26.6489,-154.126,57.5428,0,130.598,-19.5021,58.5944,-20.6304,5.2181,-4.64237,10.9141,-3.82075,-2.15259,0.203401,0.0203026,0.0230435,0.0262908,1.3405,1.4506,0.0132846,5.21639,-0.191943,2.61127,5.47459,-0.830718,0.139001,0.293458,0.362542,-3.69342,-0.920335,-0.0360797,0,12014,-3.46945e-18,-6.93889e-18,2.08167e-17,1.04083e-17,0,6.93889e-17,4.85723e-17,7.21645e-16,6.38378e-16,6.80012e-16,0,-0.909453,0.154224,0.790194,-0.00612986,3.14159,1.90951,-0.330777,3.48031,-0.0734171,-0.392699,2.78743,-0.870635,4.35824,-0.0834945,0.523599,0,0,0,0.175227,0.051208,-0.7902,0.654508,3.1368,1.90951,3.48031,-0.446678,2.78743,4.35823,0.43125,0.0678402,-4.7797,4.47123,-9.08152e-06,0.257376,-0.298152,0.723965,-0.440676,-0.407283
29.08,-3.68919,-0.956283,0.243881,-0.0355828,0.119088,0.607771,-0.722245,-0.480004,0.727289,0.111047,3.20498,-1.63592,1.97736,-3.44373,3.54178,0.541009,-0.379927,179.96,2.85514,-4.3228,4.40566,-0.347113,0.497415,-2.62102,-0.829311,-5.15915,0.527908,-4.80184,-2.69034,-2.10052,-0.766191,-4.64815,0.324498,-4.3189,-2.42716,0.183901,0.47798,-0.414549,0.17764,-0.0361524,-0.242915,0.051174,-0.350065,-0.79016,1.23035,0.654319,0.0466445,3.13684,0.214841,1.90944,-1.65504,3.48024,-0.367117,-0.446749,-0.0421303,1.03295,-0.270673,-1.29187,1.26315,0.701752,7.61464,-15.0464,7.65105,4.96616,-1.43288,2.95642,-5.18111,2.55122,1.46164,0.131968,-0.2513,-1.21862,26.7684,-154.721,57.733,0,131.122,-19.5575,58.8497,-20.7123,5.21799,-4.65328,10.9584,-3.83497,-2.15254,0.203414,0.0203865,0.0234152,0.0269253,1.3572,1.47205,0.01312,5.22124,-0.192122,2.35311,5.15699,-0.416831,0.139084,0.293422,0.434596,-3.69155,-0.920208,-0.0361524,0,12024,0,1.38778e-17,1.38778e-17,-4.85723e-17,-1.38778e-17,-5.55112e-17,-4.16334e-17,4.71845e-16,4.16334e-16,4.30211e-16,0,-0.909527,0.154092,0.790154,-0.00615971,3.14159,1.90944,-0.331007,3.48024,-0.0734234,-0.392699,2.78723,-1.13253,4.35803,-0.0997634,0.523599,0,0,0,0.175559,0.051174,-0.79016,0.654319,3.13684,1.90944,3.48024,-0.446749,2.78723,4.35802,0.431043,0.0679144,-5.33815,5.43552,-1.10459e-05,0.303112,-0.332726,0.880098,-0.535996,-0.667596
29.1,-3.68738,-0.956235,0.244291,-0.0351138,0.119137,0.608303,-0.722121,-0.479311,0.727177,0.11156,3.20509,-1.63566,1.97736,-3.44363,3.54178,0.541002,-0.379927,180.005,2.855,-4.324,4.40074,-0.34941,0.497068,-2.61917,-0.829294,-5.15741,0.52791,-4.8,-2.69025,-2.09873,-0.766065,-4.64641,0.324499,-4.31702,-2.42714,0.184368,0.478079,-0.420333,0.177993,-0.0362267,-0.242818,0.0511562,-0.349699,-0.790102,1.22856,0.654148,0.0466477,3.13688,0.214615,1.90938,-1.65604,3.48017,-0.367096,-0.446816,-0.0421724,1.03307,-0.270544,-1.292,1.26314,0.703619,7.61947,-15.054,7.65334,4.95785,-1.43432,2.95869,-5.18021,2.55246,1.45902,0.132149,-0.251625,-1.21826,26.8563,-155.315,57.9246,0,131.637,-19.598,59.1046,-20.7946,5.2175,-4.66127,11.0019,-3.84899,-2.15232,0.203427,0.0204652,0.0234534,0.0265925,1.37142,1.49059,0.0131569,5.22638,-0.191994,2.27238,5.08943,-0.0116317,0.139164,0.293376,0.50802,-3.68987,-0.920093,-0.0362267,0,12033,1.04083e-17,-3.46945e-18,0,1.38778e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,1.36002e-15,1.20737e-15,1.26288e-15,0,-0.909574,0.153922,0.790107,-0.00616435,3.14159,1.90938,-0.331208,3.48017,-0.0734192,-0.392699,2.78701,-1.39596,4.35782,-0.109496,0.523599,0,0,0,0.1759,0.0511562,-0.790102,0.654148,3.13688,1.90938,3.48017,-0.446816,2.78701,4.35781,0.430829,0.0679813,-5.95909,6.40447,-1.098e-05,0.535319,-0.348469,1.01819,-0.63663,-0.983343
29.12,-3.68557,-0.956189,0.244704,-0.0346421,0.119193,0.608846,-0.722008,-0.478549,0.727058,0.111987,3.2052,-1.63539,1.97736,-3.4435,3.54177,0.540998,-0.37993,180.051,2.85485,-4.32247,4.39549,-0.342614,0.496588,-2.61731,-0.829272,-5.15567,0.527904,-4.79815,-2.69017,-2.09692,-0.765931,-4.64466,0.324491,-4.31513,-2.42713,0.184898,0.4782,-0.423576,0.17834,-0.0363046,-0.242717,0.0511377,-0.349584,-0.790064,1.22693,0.653961,0.0468403,3.13692,0.213948,1.9093,-1.65684,3.4801,-0.367057,-0.446894,-0.042218,1.0332,-0.270408,-1.29213,1.26312,0.703414,7.62421,-15.0615,7.65542,4.9509,-1.43548,2.96042,-5.17889,2.55337,1.45628,0.132637,-0.252534,-1.2178,26.8883,-155.918,58.1203,0,132.15,-19.6124,59.3625,-20.8784,5.21643,-4.66457,11.0465,-3.86347,-2.15187,0.20344,0.0206369,0.0235837,0.0271922,1.38783,1.51191,0.0133916,5.23244,-0.192194,2.30021,5.15873,0.328183,0.139233,0.29332,0.588404,-3.68801,-0.919966,-0.0363046,0,12043,-1.04083e-17,-1.04083e-17,3.46945e-18,-6.93889e-18,5.55112e-17,6.93889e-17,6.93889e-17,5.82867e-16,4.996e-16,5.55112e-16,0,-0.90965,0.153822,0.790068,-0.00619977,3.14159,1.9093,-0.331368,3.4801,-0.0734114,-0.392699,2.7868,-1.68097,4.3576,-0.12606,0.523599,0,0,0,0.176235,0.0511377,-0.790064,0.653961,3.13692,1.9093,3.4801,-0.446894,2.7868,4.35759,0.43061,0.0680556,-6.69776,7.45211,-1.27834e-05,0.932991,-0.391305,1.18475,-0.741193,-1.38312
29.14,-3.68375,-0.956146,0.245121,-0.0341687,0.119254,0.609401,-0.721896,-0.477739,0.726933,0.112594,3.20532,-1.63512,1.97735,-3.44337,3.54176,0.540986,-0.379935,180.101,2.85471,-4.31772,4.3896,-0.344384,0.496229,-2.61545,-0.82925,-5.15392,0.527891,-4.79627,-2.6901,-2.09511,-0.765791,-4.64292,0.324476,-4.31321,-2.42712,0.185466,0.47833,-0.424347,0.17869,-0.0363858,-0.24261,0.0511243,-0.349471,-0.790026,1.22536,0.653768,0.0468253,3.13696,0.213213,1.90922,-1.65761,3.48002,-0.366983,-0.446974,-0.0422637,1.03333,-0.270266,-1.29226,1.2631,0.703122,7.62903,-15.0692,7.65755,4.94399,-1.43636,2.96162,-5.17718,2.55419,1.45381,0.132818,-0.252859,-1.21736,26.9134,-156.538,58.3225,0,132.676,-19.6233,59.6271,-20.9647,5.21523,-4.66709,11.0914,-3.87812,-2.15135,0.203453,0.0208588,0.0236689,0.0277033,1.4042,1.5319,0.0137237,5.23883,-0.192295,2.47637,5.38934,0.729494,0.139302,0.29326,0.682599,-3.68614,-0.919839,-0.0363858,0,12053,-3.46945e-18,-1.04083e-17,-2.08167e-17,3.1225e-17,-1.38778e-17,-2.77556e-17,-4.16334e-17,-1.94289e-16,-2.498e-16,-1.38778e-16,0,-0.909726,0.153674,0.790027,-0.00620084,3.14159,1.90922,-0.331521,3.48002,-0.0733967,-0.392699,2.78658,-2.00757,4.35739,-0.136561,0.523599,0,0,0,0.176574,0.0511243,-0.790026,0.653768,3.13696,1.90922,3.48002,-0.446974,2.78658,4.35737,0.430395,0.0681299,-7.6296,8.65218,-1.97385e-05,1.67173,-0.417848,1.35146,-0.867297,-1.92037
29.16,-3.68191,-0.956104,0.245542,-0.0336978,0.119319,0.60995,-0.721775,-0.476869,0.726806,0.113034,3.20544,-1.63484,1.97734,-3.44324,3.54175,0.54099,-0.379942,180.156,2.85457,-4.30998,4.38245,-0.336079,0.495637,-2.61357,-0.829225,-5.15217,0.527874,-4.79438,-2.69003,-2.09329,-0.765646,-4.64117,0.324455,-4.31128,-2.42712,0.186088,0.478455,-0.423168,0.179053,-0.0364691,-0.242498,0.0511226,-0.349269,-0.789972,1.22398,0.65358,0.0471865,3.13702,0.21275,1.90914,-1.6585,3.47994,-0.366945,-0.447049,-0.0423063,1.03347,-0.27012,-1.2924,1.26309,0.703483,7.63395,-15.077,7.65982,4.93698,-1.43655,2.9615,-5.17458,2.55485,1.45114,0.133591,-0.254312,-1.21684,26.9764,-157.179,58.5324,0,133.223,-19.6516,59.9007,-21.0542,5.21435,-4.67289,11.1386,-3.89355,-2.15099,0.203467,0.0210731,0.0235431,0.0274623,1.41827,1.55388,0.0140558,5.24491,-0.192117,2.77545,5.76892,1.14472,0.13937,0.293206,0.802481,-3.68446,-0.919725,-0.0364691,0,12062,0,-1.38778e-17,-1.04083e-17,0,2.77556e-17,4.16334e-17,5.55112e-17,-5.82867e-16,-4.44089e-16,-5.55112e-16,0,-0.909774,0.153682,0.789973,-0.00626413,3.14159,1.90914,-0.3317,3.47994,-0.0733891,-0.392699,2.78637,-2.41356,4.35718,-0.158655,0.523599,0,0,0,0.176924,0.0511226,-0.789972,0.65358,3.13702,1.90914,3.47994,-0.447049,2.78637,4.35717,0.430187,0.0681968,-8.91475,10.1436,-2.31538e-05,2.86541,-0.48776,1.58442,-1.01736,-2.7002
