t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94
21.06,-4.39525,-0.991943,0.210663,-0.0150081,0.0882348,0.62141,-0.739937,-0.44399,0.746426,0.273182,3.187,-1.66234,1.96136,-3.44101,3.52671,0.538617,-0.395775,114.02,2.83198,-4.30373,4.376,-0.382042,0.474713,-3.33046,-0.896393,-5.82193,0.529374,-5.55896,-2.69459,-2.80148,-0.85095,-5.31424,0.317811,-5.07004,-2.44269,0.257032,0.48147,-0.402439,0.168881,-0.0327685,-0.202608,0.0444467,-0.462186,-0.783725,1.57897,0.696153,-0.0559901,3.14326,0.250496,1.91757,-1.40795,3.48837,-0.310105,-0.438624,-0.0310388,1.02946,-0.227686,-1.28636,1.2596,-0.699878,7.72758,-15.2655,7.56192,5.66324,-0.430683,0.99252,-3.76368,2.09451,1.92732,-0.0504794,0.0970878,-1.18775,20.2979,-112.078,42.6553,0,90.7414,-15.0855,38.6311,-13.6277,4.99201,-3.52096,6.88324,-2.39876,-2.05432,0.203022,-0.0134561,-0.0393658,-0.0616175,-2.80417,-2.79752,-0.0018858,4.55725,-0.202271,1.86816,4.95243,0.210433,0.125283,0.284174,0.540221,-4.39676,-0.959209,-0.0327685,0,8489,-5.20417e-18,-1.38778e-17,-2.77556e-17,2.08167e-17,2.77556e-17,1.38778e-17,1.38778e-17,-1.249e-15,1.13798e-15,1.24206e-15,0,-0.864207,0.209655,0.783727,0.00972425,3.14159,1.91757,-0.281592,3.48837,-0.062021,-0.392699,2.78819,-1.47497,4.35897,-0.0721445,0.523599,0,0,0,0.167144,0.0444467,-0.783725,0.696153,3.14326,1.91757,3.48837,-0.438624,2.78819,4.35899,0.431979,0.043788,-5.93813,6.37415,2.35655e-05,0.501357,-0.212718,0.945416,-0.711327,-1.12308
21.08,-4.39343,-0.991818,0.210403,-0.0157883,0.0883953,0.620188,-0.739975,-0.444691,0.746481,0.272513,3.18696,-1.66237,1.9614,-3.44103,3.52674,0.538617,-0.395742,114.059,2.83213,-4.30149,4.37199,-0.37656,0.474687,-3.32868,-0.895974,-5.82032,0.529333,-5.55686,-2.69465,-2.79968,-0.85057,-5.31263,0.317788,-5.06798,-2.44267,0.256423,0.481447,-0.404196,0.168546,-0.0327241,-0.203073,0.044551,-0.464404,-0.78382,1.58282,0.696135,-0.0562339,3.14317,0.250525,1.91755,-1.40858,3.48835,-0.310317,-0.438647,-0.0310558,1.02934,-0.228233,-1.28626,1.25963,-0.710449,7.71744,-15.2477,7.55538,5.67674,-0.426852,0.985768,-3.76223,2.09018,1.93205,-0.0508505,0.0978065,-1.18764,20.2991,-112.044,42.6603,0,90.7445,-15.0934,38.6213,-13.6304,4.99431,-3.52333,6.88274,-2.39968,-2.05527,0.203011,-0.0130138,-0.0390071,-0.0610789,-2.82582,-2.83095,-0.00147198,4.55789,-0.202246,1.93475,5.07135,0.484555,0.125035,0.284303,0.605762,-4.39485,-0.959125,-0.0327241,0,8498,5.20417e-18,3.46945e-18,-1.38778e-17,1.38778e-17,0,-5.55112e-17,-6.93889e-17,3.46945e-16,-3.88578e-16,-3.60822e-16,0,-0.864397,0.210051,0.783822,0.00975776,3.14159,1.91755,-0.281717,3.48834,-0.0620633,-0.392699,2.78828,-1.70677,4.35906,-0.0805593,0.523599,0,0,0,0.166819,0.044551,-0.78382,0.696135,3.14317,1.91755,3.48835,-0.438647,2.78828,4.35908,0.43207,0.0438444,-6.52711,7.1747,2.65109e-05,0.887508,-0.234189,1.06415,-0.800235,-1.46202
21.1,-4.39159,-0.991691,0.21015,-0.0165645,0.0885598,0.618984,-0.740013,-0.445405,0.746533,0.270272,3.18693,-1.66239,1.96143,-3.44106,3.52677,0.538636,-0.395709,114.1,2.83228,-4.29747,4.36744,-0.370653,0.47464,-3.32688,-0.895547,-5.81871,0.529293,-5.55475,-2.69471,-2.79786,-0.85018,-5.31101,0.317765,-5.06591,-2.44266,0.255795,0.481421,-0.40467,0.16822,-0.032677,-0.203534,0.044659,-0.466637,-0.783914,1.58663,0.696115,-0.0541339,3.14308,0.250759,1.91753,-1.40932,3.48833,-0.310585,-0.438669,-0.031073,1.02923,-0.228776,-1.28617,1.25966,-0.721168,7.7074,-15.2302,7.54891,5.69018,-0.423073,0.979125,-3.76083,2.08588,1.9317,-0.0467808,0.089983,-1.18593,20.3203,-112.02,42.6686,0,90.7578,-15.1105,38.6156,-13.6345,4.99685,-3.52746,6.88393,-2.40117,-2.05637,0.203,-0.0126616,-0.0388095,-0.0602011,-2.84806,-2.84407,-0.00116107,4.55837,-0.202312,2.08344,5.28035,0.780449,0.124795,0.284439,0.681899,-4.39294,-0.959041,-0.032677,0,8507,0,-6.93889e-18,-4.85723e-17,4.85723e-17,-5.55112e-17,-2.77556e-17,-3.46945e-17,8.88178e-16,-8.04912e-16,-8.88178e-16,0,-0.864586,0.211055,0.783915,0.00945769,3.14159,1.91753,-0.281866,3.48832,-0.062117,-0.392699,2.78838,-1.97226,4.35916,-0.0902046,0.523599,0,0,0,0.166502,0.044659,-0.783914,0.696115,3.14308,1.91753,3.48833,-0.438669,2.78838,4.35918,0.432166,0.0439008,-7.25759,8.09224,3.41296e-05,1.48293,-0.260793,1.2002,-0.902072,-1.90225
21.12,-4.38975,-0.99156,0.209901,-0.0173421,0.0887276,0.617769,-0.740049,-0.446144,0.746585,0.269588,3.18689,-1.66241,1.96146,-3.44109,3.5268,0.538644,-0.395675,114.147,2.83243,-4.29113,4.362,-0.36386,0.474551,-3.32508,-0.895113,-5.81709,0.529252,-5.55263,-2.69476,-2.79605,-0.849782,-5.30939,0.317741,-5.06382,-2.44264,0.255143,0.481391,-0.40368,0.167907,-0.0326271,-0.203994,0.0447767,-0.468781,-0.784,1.59036,0.696101,-0.0543892,3.14299,0.250998,1.91751,-1.41009,3.48831,-0.31081,-0.438684,-0.0310879,1.02913,-0.229319,-1.28607,1.25969,-0.731208,7.69752,-15.2129,7.54264,5.70334,-0.419398,0.972713,-3.75959,2.0817,1.93636,-0.0471813,0.0907572,-1.18585,20.3433,-112.003,42.6794,0,90.7775,-15.1285,38.6128,-13.6396,4.9994,-3.53161,6.88458,-2.40248,-2.05742,0.202989,-0.012416,-0.0388814,-0.0607388,-2.87127,-2.87827,-0.000867403,4.55874,-0.201945,2.33311,5.60489,1.12013,0.124551,0.284576,0.775719,-4.39124,-0.958966,-0.0326271,0,8515,3.46945e-18,6.93889e-18,0,-1.38778e-17,-1.38778e-17,0,6.93889e-18,3.46945e-16,-2.498e-16,-3.60822e-16,0,-0.864757,0.211434,0.784002,0.00949296,3.14159,1.91751,-0.282019,3.48831,-0.062162,-0.392699,2.78848,-2.29309,4.35926,-0.101884,0.523599,0,0,0,0.166199,0.0447767,-0.784,0.696101,3.14299,1.91751,3.48831,-0.438684,2.78848,4.35928,0.432269,0.0439509,-8.21997,9.20149,3.87862e-05,2.42098,-0.295864,1.36472,-1.02515,-2.50845
21.14,-4.3879,-0.991426,0.209657,-0.0181205,0.0888982,0.616563,-0.740083,-0.446884,0.746636,0.266968,3.18686,-1.66242,1.9615,-3.44111,3.52683,0.538665,-0.39564,114.201,2.83259,-4.28136,4.35511,-0.3555,0.474392,-3.32327,-0.894672,-5.81547,0.529211,-5.55049,-2.69482,-2.79422,-0.849376,-5.30776,0.317718,-5.06172,-2.44262,0.254483,0.481364,-0.400644,0.167594,-0.0325747,-0.20446,0.0448909,-0.470975,-0.78409,1.59412,0.696081,-0.0517597,3.1429,0.251251,1.91749,-1.4109,3.48829,-0.311084,-0.438705,-0.0311053,1.02902,-0.229869,-1.28598,1.25972,-0.741537,7.68757,-15.1956,7.53632,5.71663,-0.415727,0.9663,-3.75837,2.07748,1.93479,-0.0421209,0.0810266,-1.18381,20.3692,-111.993,42.6926,0,90.8037,-15.1479,38.6128,-13.6457,5.00201,-3.53622,6.88674,-2.40432,-2.05854,0.202979,-0.0122133,-0.0389179,-0.0603011,-2.8944,-2.88722,-0.000643476,4.55926,-0.201919,2.72067,6.10115,1.53766,0.124314,0.284714,0.900067,-4.38932,-0.958882,-0.0325747,0,8524,3.46945e-18,-3.46945e-18,0,2.08167e-17,2.77556e-17,4.16334e-17,4.85723e-17,-3.05311e-16,1.66533e-16,2.35922e-16,0,-0.864942,0.212568,0.784093,0.00911725,3.14159,1.91749,-0.282182,3.48829,-0.0622167,-0.392699,2.78858,-2.7061,4.35936,-0.116935,0.523599,0,0,0,0.165894,0.0448909,-0.78409,0.696081,3.1429,1.91749,3.48829,-0.438705,2.78858,4.35938,0.432366,0.0440073,-9.58704,10.6299,5.02574e-05,3.97671,-0.345674,1.5766,-1.18361,-3.40845
21.16,-4.38604,-0.991289,0.209416,-0.0189013,0.089071,0.615346,-0.740116,-0.447619,0.746685,0.266285,3.18683,-1.66243,1.96154,-3.44114,3.52687,0.538669,-0.395605,114.268,2.83274,-4.2658,4.34571,-0.344335,0.474103,-3.32145,-0.894226,-5.81384,0.529171,-5.54834,-2.69487,-2.79238,-0.848964,-5.30613,0.317696,-5.05961,-2.4426,0.253831,0.481336,-0.394192,0.167284,-0.0325198,-0.20493,0.0450072,-0.473092,-0.78418,1.59784,0.696058,-0.0520322,3.14281,0.251499,1.91747,-1.41174,3.48827,-0.311317,-0.438726,-0.0311229,1.02892,-0.230422,-1.28589,1.25975,-0.751211,7.67771,-15.1784,7.53014,5.7297,-0.412129,0.960035,-3.75728,2.07335,1.93947,-0.0425522,0.0818598,-1.18376,20.3959,-111.988,42.7075,0,90.8346,-15.1679,38.615,-13.6525,5.00463,-3.54078,6.88822,-2.40591,-2.05962,0.202968,-0.0120734,-0.0390414,-0.0608469,-2.91704,-2.92137,-0.000457398,4.55978,-0.20172,3.31221,6.88707,2.09591,0.124073,0.284853,1.082,-4.38741,-0.958798,-0.0325198,0,8533,-1.04083e-17,6.93889e-18,0,-1.38778e-17,0,-1.38778e-17,1.38778e-17,7.21645e-16,-3.88578e-16,-5.13478e-16,0,-0.865127,0.212931,0.784183,0.00915544,3.14159,1.91747,-0.282349,3.48826,-0.0622634,-0.392699,2.78868,-3.28148,4.35945,-0.137887,0.523599,0,0,0,0.165593,0.0450072,-0.78418,0.696058,3.14281,1.91747,3.48827,-0.438726,2.78868,4.35947,0.432461,0.0440638,-11.732,12.6202,5.96341e-05,6.79952,-0.4237,1.87178,-1.40444,-4.88681
21.18,-4.38417,-0.991149,0.209176,-0.019686,0.0892456,0.614132,-0.740148,-0.448379,0.746732,0.263369,3.1868,-1.66244,1.96157,-3.44116,3.5269,0.538692,-0.39557,114.352,2.83289,-4.23899,4.33157,-0.32731,0.473549,-3.31962,-0.893777,-5.81221,0.529131,-5.54618,-2.69492,-2.79054,-0.848546,-5.30449,0.317675,-5.05749,-2.44258,0.253142,0.481308,-0.380972,0.166977,-0.0324626,-0.205404,0.0451254,-0.475246,-0.784268,1.60157,0.696032,-0.0489922,3.14272,0.251757,1.91745,-1.41261,3.48825,-0.311597,-0.438746,-0.0311406,1.02881,-0.230982,-1.2858,1.25979,-0.761101,7.66778,-15.1611,7.52393,5.7429,-0.408571,0.953856,-3.75626,2.06919,1.93696,-0.0367302,0.0706627,-1.18148,20.4245,-111.988,42.7239,0,90.8697,-15.1888,38.619,-13.6599,5.0073,-3.5457,6.89106,-2.40798,-2.06077,0.202958,-0.0119919,-0.0392376,-0.0606886,-2.94057,-2.9265,-0.000315334,4.56027,-0.20164,4.22374,8.23456,2.93025,0.123838,0.284995,1.39317,-4.3855,-0.958714,-0.0324626,0,8542,5.20417e-18,1.38778e-17,2.08167e-17,0,4.16334e-17,-1.38778e-17,-2.77556e-17,6.38378e-16,-6.10623e-16,-7.77156e-16,0,-0.86531,0.214166,0.784271,0.00872068,3.14159,1.91745,-0.282523,3.48824,-0.0623194,-0.392699,2.78877,-4.17578,4.35954,-0.171026,0.523599,0,0,0,0.165295,0.0451254,-0.784268,0.696032,3.14272,1.91745,3.48825,-0.438746,2.78877,4.35956,0.432552,0.0441203,-15.6209,15.7137,7.77693e-05,12.6917,-0.567065,2.33214,-1.74728,-7.70265
21.2,-4.3823,-0.991006,0.208936,-0.0204787,0.0894216,0.61289,-0.740177,-0.449167,0.746777,0.262669,3.18677,-1.66244,1.96161,-3.44119,3.52693,0.538701,-0.395534,114.466,2.83303,-4.18529,4.30695,-0.297459,0.472395,-3.31778,-0.893324,-5.81057,0.529094,-5.54402,-2.69496,-2.78869,-0.848122,-5.30284,0.317656,-5.05536,-2.44255,0.252429,0.481275,-0.35074,0.166679,-0.0324026,-0.205881,0.0452511,-0.477306,-0.784348,1.60525,0.696011,-0.0492956,3.14264,0.251979,1.91744,-1.41348,3.48823,-0.311832,-0.43876,-0.0311558,1.02871,-0.231547,-1.28572,1.25983,-0.770193,7.6579,-15.1439,7.51785,5.7559,-0.405121,0.94791,-3.75544,2.06515,1.9417,-0.037227,0.071621,-1.18147,20.4505,-111.99,42.7415,0,90.9079,-15.2087,38.6245,-13.6678,5.00996,-3.55031,6.89309,-2.40977,-2.06187,0.202948,-0.0119961,-0.0396317,-0.0621035,-2.9649,-2.96151,-0.000184808,4.56061,-0.201158,5.67145,10.9265,4.4228,0.123597,0.285136,2.12513,-4.3838,-0.958639,-0.0324026,0,8550,-6.93889e-18,3.46945e-18,0,-1.38778e-17,1.38778e-17,1.38778e-17,-2.08167e-17,3.88578e-16,-5.55112e-16,-7.77156e-16,0,-0.865474,0.214517,0.78435,0.0087635,3.14159,1.91744,-0.282698,3.48823,-0.0623664,-0.392699,2.78886,-5.82602,4.35963,-0.231255,0.523599,0,0,0,0.165005,0.0452511,-0.784348,0.696011,3.14264,1.91744,3.48823,-0.43876,2.78886,4.35965,0.43264,0.0441705,-24.5696,21.4218,0.000105966,28.4141,-0.893236,3.17931,-2.38078,-14.5566
21.22,-4.38041,-0.99086,0.208695,-0.0212775,0.0895987,0.611647,-0.740203,-0.449979,0.746819,0.259414,3.18676,-1.66244,1.96165,-3.44122,3.52697,0.538725,-0.395498,114.626,2.83315,-4.03737,4.2499,-0.220622,0.468962,-3.31594,-0.892869,-5.80893,0.529058,-5.54184,-2.695,-2.78683,-0.847694,-5.30119,0.31764,-5.05322,-2.44253,0.251678,0.481244,-0.256434,0.166374,-0.0323396,-0.206369,0.0453717,-0.479459,-0.78443,1.60896,0.695982,-0.0458261,3.14256,0.252195,1.91742,-1.41438,3.48822,-0.312117,-0.438779,-0.0311735,1.02861,-0.232124,-1.28563,1.25987,-0.779853,7.64783,-15.1263,7.51162,5.76924,-0.401807,0.942222,-3.75483,2.06103,1.93823,-0.0306106,0.0588941,-1.17896,20.4771,-111.996,42.7599,0,90.9495,-15.229,38.6311,-13.6761,5.01266,-3.5552,6.89641,-2.41201,-2.06303,0.202938,-0.0120324,-0.0399396,-0.0621855,-2.98898,-2.9626,-0.000127693,4.56105,-0.201056,8.03225,18.329,8.1825,0.123362,0.28528,8.8976,-4.38189,-0.958554,-0.0323396,0,8559,-8.67362e-18,1.04083e-17,0,0,2.77556e-17,1.38778e-17,1.38778e-17,-1.27676e-15,8.88178e-16,1.11022e-15,0,-0.865653,0.215854,0.784433,0.00826657,3.14159,1.91742,-0.282879,3.48821,-0.0624234,-0.392699,2.78893,-10.1152,4.3597,-0.394299,0.523599,0,0,0,0.164709,0.0453717,-0.78443,0.695982,3.14256,1.91742,3.48822,-0.438779,2.78893,4.35972,0.432709,0.044227,-58.5778,36.2571,0.000198755,98.3655,-2.16938,5.39836,-4.0223,-42.394
21.24,-4.37852,-0.99071,0.208453,-0.0220834,0.0897763,0.610377,-0.740228,-0.450836,0.746858,0.258718,3.18673,-1.66245,1.96168,-3.44125,3.527,0.53873,-0.39546,114.866,2.83325,-2.42454,3.80634,0.553496,0.438131,-3.31408,-0.892412,-5.80728,0.529025,-5.53967,-2.69502,-2.78496,-0.847261,-5.29953,0.317626,-5.05107,-2.44249,0.250885,0.481212,0.943671,0.166068,-0.0322734,-0.206864,0.0454928,-0.481528,-0.784511,1.61251,0.695949,-0.0462633,3.14248,0.252363,1.9174,-1.41529,3.4882,-0.312359,-0.438797,-0.0311913,1.02851,-0.232708,-1.28555,1.25991,-0.78876,7.63777,-15.1087,7.50549,5.78247,-0.399006,0.937534,-3.75493,2.0571,1.94315,-0.0313543,0.0603273,-1.17909,20.5,-112.002,42.7789,0,90.9923,-15.2478,38.6383,-13.6846,5.01534,-3.55969,6.89877,-2.41391,-2.06414,0.202928,-0.0121282,-0.0402955,-0.0634872,-3.01175,-2.9974,-0.000107867,4.56148,-0.20081,12.0109,98.9755,46.8884,0.123122,0.285424,-1.33769,-4.37998,-0.95847,-0.0322734,0,8568,-3.46945e-18,-3.46945e-18,0,-3.46945e-17,-2.77556e-17,2.77556e-17,2.77556e-17,1.40998e-14,-3.4639e-14,-4.59632e-14,0,-0.865829,0.216123,0.784514,0.0083292,3.14159,1.9174,-0.283059,3.48819,-0.0624717,-0.392699,2.78897,-55.0042,4.35974,-2.05885,0.523599,0,0,0,0.164412,0.0454928,-0.784511,0.695949,3.14248,1.9174,3.4882,-0.438797,2.78897,4.35977,0.432752,0.0442836,-1345.85,191.502,0.0010494,3369.43,-49.8944,28.513,-21.2372,-1204.18
21.26,-4.37663,-0.990554,0.208206,-0.0228956,0.0899476,0.609102,-0.740247,-0.451795,0.746895,0.255169,3.18672,-1.66245,1.96172,-3.44128,3.52704,0.538752,-0.395423,115.234,2.83314,-4.89376,5.3346,-0.607214,0.485741,-3.31223,-0.891961,-5.80562,0.529003,-5.53757,-2.6949,-2.7831,-0.846832,-5.29786,0.317624,-5.04893,-2.44245,0.249975,0.481183,-0.0448984,0.16576,-0.0322013,-0.207373,0.0456075,-0.48357,-0.784588,1.61591,0.695915,-0.0425733,3.1424,0.252177,1.91738,-1.41608,3.48818,-0.312627,-0.438816,-0.031209,1.0284,-0.23331,-1.28546,1.25995,-0.797223,7.62756,-15.0909,7.49931,5.79586,-0.396895,0.934171,-3.75597,2.05334,1.93897,-0.0243376,0.0468286,-1.17657,20.4924,-112.009,42.7973,0,91.0331,-15.2529,38.6453,-13.6929,5.01769,-3.56201,6.90222,-2.41617,-2.06516,0.202917,-0.0123302,-0.0406099,-0.0637512,-3.03428,-2.99408,-0.000131744,4.56209,-0.20079,18.3604,-24.4912,-11.5759,0.122896,0.285561,2.13809,-4.37807,-0.958385,-0.0322013,0,8577,3.46945e-18,-3.46945e-18,-1.38778e-17,3.46945e-17,-1.38778e-17,-1.38778e-17,-6.93889e-18,1.92901e-15,-1.11022e-15,-1.60982e-15,0,-0.866001,0.21744,0.784592,0.00779982,3.14159,1.91738,-0.283216,3.48818,-0.0625253,-0.392699,2.7888,13.2128,4.35955,0.511571,0.523599,0,0,0,0.164113,0.0456075,-0.784588,0.695915,3.1424,1.91738,3.48818,-0.438816,2.7888,4.35959,0.432562,0.0443401,-61.0223,-44.3944,-0.000394796,225.894,-2.45909,-6.7199,4.89164,-65.6428
21.28,-4.37476,-0.990393,0.207953,-0.0237085,0.0901002,0.607804,-0.740264,-0.452825,0.746925,0.254507,3.1867,-1.66246,1.96176,-3.44131,3.52707,0.53875,-0.395385,115.763,2.833,-4.61747,4.5424,-0.466352,0.480672,-3.31039,-0.89154,-5.80396,0.529004,-5.53552,-2.69478,-2.78125,-0.846427,-5.2962,0.317645,-5.04684,-2.4424,0.248992,0.481147,-0.55574,0.165448,-0.0321228,-0.207908,0.0457035,-0.485272,-0.784661,1.61899,0.695875,-0.0433238,3.14233,0.251864,1.91736,-1.41687,3.48816,-0.312851,-0.438833,-0.0312267,1.0283,-0.233944,-1.28538,1.25999,-0.802635,7.6174,-15.0731,7.49341,5.80867,-0.395853,0.932826,-3.75847,2.0501,1.94433,-0.0256627,0.0493801,-1.17711,20.4747,-112.012,42.8128,0,91.0748,-15.2538,38.6512,-13.7002,5.02004,-3.56353,6.90437,-2.41785,-2.06613,0.202907,-0.0126408,-0.0406489,-0.0649052,-3.05326,-3.02718,-0.000385761,4.56235,-0.200894,26.4807,-10.684,-4.53284,0.122677,0.285699,-2.58409,-4.37616,-0.9583,-0.0321228,0,8586,3.46945e-18,3.46945e-18,-6.93889e-18,0,2.77556e-17,1.38778e-17,1.38778e-17,-5.34295e-16,5.55112e-16,5.55112e-16,0,-0.866169,0.217506,0.784665,0.00790817,3.14159,1.91736,-0.283375,3.48816,-0.0625702,-0.392699,2.7886,5.15204,4.35936,0.186496,0.523599,0,0,0,0.163809,0.0457035,-0.784661,0.695875,3.14233,1.91736,3.48816,-0.438833,2.7886,4.3594,0.432364,0.0443967,-8.2293,-16.5232,-0.000147015,41.4545,-0.331181,-2.50108,1.82156,-9.27888
21.3,-4.37289,-0.990208,0.207686,-0.024529,0.0902475,0.606499,-0.740278,-0.454019,0.746953,0.250656,3.18669,-1.66248,1.96181,-3.44138,3.52711,0.538755,-0.395348,116.311,2.83348,-4.54783,4.46779,-0.370681,0.48003,-3.30855,-0.891106,-5.80229,0.529037,-5.53332,-2.6949,-2.7794,-0.846008,-5.29452,0.317693,-5.04476,-2.44231,0.247833,0.481086,-0.560073,0.165129,-0.0320221,-0.208443,0.0457941,-0.487078,-0.784731,1.62179,0.695835,-0.0395377,3.14225,0.252249,1.91735,-1.41793,3.48815,-0.313165,-0.438852,-0.0312443,1.02819,-0.234577,-1.28529,1.26003,-0.808853,7.60709,-15.055,7.48735,5.82199,-0.395895,0.933578,-3.76237,2.04701,1.93954,-0.0184855,0.0355711,-1.17477,20.5174,-112.007,42.8248,0,91.1189,-15.2825,38.655,-13.7065,5.02323,-3.56997,6.9071,-2.41969,-2.06749,0.202896,-0.0133599,-0.0410215,-0.0652537,-3.072,-3.01833,-0.00120279,4.56134,-0.201702,27.3783,-7.17791,-1.88952,0.122471,0.285858,-0.594896,-4.37426,-0.958215,-0.0320221,0,8595,-5.20417e-18,-3.46945e-18,-6.93889e-18,2.08167e-17,2.77556e-17,2.77556e-17,5.55112e-17,-8.32667e-17,8.88178e-16,1.11022e-15,0,-0.866335,0.218701,0.784736,0.00736406,3.14159,1.91735,-0.283591,3.48814,-0.062633,-0.392699,2.78902,2.64795,4.35975,0.122647,0.523599,0,0,0,0.1635,0.0457941,-0.784731,0.695835,3.14225,1.91735,3.48815,-0.438852,2.78902,4.35982,0.432758,0.0444534,-2.99218,-7.88137,-0.000116353,13.8921,-0.168918,-1.28875,0.840275,-1.99354
21.32,-4.37105,-0.990017,0.207402,-0.0253552,0.0903771,0.605159,-0.74029,-0.455282,0.746976,0.24999,3.18668,-1.66252,1.96184,-3.44141,3.52715,0.538743,-0.395311,116.628,2.83354,-4.56748,4.43554,-0.326954,0.478558,-3.30673,-0.890695,-5.80062,0.52909,-5.53127,-2.69483,-2.77758,-0.84561,-5.29284,0.317765,-5.04272,-2.44221,0.246608,0.481047,-0.610503,0.164802,-0.0319129,-0.208988,0.0458734,-0.488652,-0.784794,1.62439,0.695797,-0.0406077,3.14219,0.251222,1.91734,-1.41838,3.48814,-0.313339,-0.438865,-0.0312592,1.02808,-0.235224,-1.2852,1.26007,-0.813089,7.59679,-15.0369,7.48147,5.83498,-0.396643,0.935671,-3.76724,2.04427,1.9453,-0.0204087,0.0392732,-1.17567,20.4321,-111.983,42.8303,0,91.1327,-15.2527,38.65,-13.7097,5.02479,-3.56612,6.90743,-2.42069,-2.06813,0.202885,-0.0142093,-0.0413101,-0.0669995,-3.08931,-3.05164,-0.00178437,4.5613,-0.202338,15.8847,-8.15747,0.296857,0.122262,0.285975,-0.0894116,-4.37256,-0.95814,-0.0319129,0,8603,1.73472e-18,6.93889e-18,1.38778e-17,-4.85723e-17,1.38778e-17,8.32667e-17,1.11022e-16,7.32053e-16,1.09635e-15,1.26288e-15,0,-0.866482,0.218565,0.784799,0.00751897,3.14159,1.91734,-0.28368,3.48813,-0.0626679,-0.392699,2.78903,1.25907,4.35976,0.0442826,0.523599,0,0,0,0.163182,0.0458734,-0.784794,0.695797,3.14219,1.91734,3.48814,-0.438865,2.78903,4.35983,0.432771,0.0445037,-2.37444,-3.07749,-4.54228e-05,5.24221,-0.134101,-0.503226,0.328032,-0.244414
21.34,-4.36923,-0.989824,0.207102,-0.0261781,0.0904894,0.60384,-0.740311,-0.456579,0.746984,0.24595,3.18668,-1.66256,1.96188,-3.44144,3.52718,0.538741,-0.395275,116.785,2.83354,-5.52554,4.39991,-0.084948,0.4776,-3.30493,-0.890321,-5.79896,0.529159,-5.52929,-2.69471,-2.77577,-0.845239,-5.29117,0.317854,-5.04074,-2.44209,0.245318,0.481013,-1.60323,0.164452,-0.0318014,-0.209543,0.045929,-0.490328,-0.784871,1.62685,0.695737,-0.0367131,3.14213,0.249929,1.91732,-1.41866,3.48811,-0.313545,-0.438885,-0.0312762,1.02796,-0.235882,-1.2851,1.26011,-0.817971,7.58625,-15.0183,7.47538,5.84847,-0.398138,0.939147,-3.77307,2.04156,1.94009,-0.0130621,0.0251371,-1.17343,20.3212,-111.945,42.8301,0,91.1326,-15.2111,38.6386,-13.7104,5.02604,-3.56034,6.90787,-2.42169,-2.06871,0.202873,-0.0150137,-0.0411439,-0.0659549,-3.10255,-3.03544,-0.00242584,4.56147,-0.203563,7.82298,-56.0599,13.9813,0.12207,0.286084,-0.052676,-4.37065,-0.958055,-0.0318014,0,8612,-1.04083e-17,-3.46945e-18,-2.08167e-17,2.77556e-17,-2.77556e-17,-5.55112e-17,-2.08167e-17,2.18575e-16,2.42861e-16,2.74086e-16,0,-0.866653,0.219692,0.784864,0.00695803,3.14159,1.91732,-0.283735,3.48811,-0.062709,-0.392699,2.78898,0.459696,4.35971,-0.00190832,0.523599,0,0,0,0.162841,0.045929,-0.784871,0.695737,3.14213,1.91732,3.48811,-0.438885,2.78898,4.35978,0.432719,0.0445604,-2.75682,-0.312533,-4.7272e-06,2.14547,-0.123112,-0.0483019,0.034089,0.0697621
